,name,sport,training_effect,anaerobic_training_effect,start_time,stop_time,elapsed_time,distance,avg_hr,max_hr,calories,avg_cadence,max_cadence,avg_speed,max_speed,ascent,descent,start_lat,start_long,stop_lat,stop_long,start_date,hour,month,week,day_name,day_date,start_minute,start_second,start_microsecond,calpermin,total_time,work_day
80,Delhi Walking,walking,0.6,0.0,2023-02-10 12:24:48,2023-02-10 12:37:31.000000,2023-05-04 00:12:37,0.533148917024,117.0,126.0,111,41.0,59.0,2.53444852426624,3.19434454826736,193.5695541,187.0078743,39.1047065891325,-84.6419975627214,39.1085041780025,-84.6429999545217,2023-02-10,12,2,6,Friday,10,12,37,0,8.79788639365918,12.616666666666667,Work Day
79,Delhi - Run,running,2.3,0.0,2023-02-10 12:09:22,2023-02-10 12:24:37.000000,2023-05-04 00:15:07,1.236391986336,155.0,170.0,208,72.0,82.0,4.92349608053398,6.61685656426811,85.3018374,252.6246723,39.1084284894168,-84.6431685145944,39.104485893622,-84.6419471036643,2023-02-10,12,2,6,Friday,10,15,7,0,13.759647188533627,15.116666666666667,Work Day
81,Delhi - Threshold,running,3.4,0.0,2023-02-11 12:09:44,2023-02-11 12:54:32.000000,2023-05-04 00:43:39,3.670831142256,161.0,172.0,645,76.0,83.0,5.14719000053024,6.28355325813293,456.0367461,337.9265097,39.1084003262222,-84.6427913289517,39.1084258910269,-84.6430182270706,2023-02-11,12,2,6,Saturday,11,43,39,0,14.776632302405499,43.65,Work Day
82,Delhi - Run,running,2.7,0.0,2023-02-12 11:56:56,2023-02-12 12:12:14.000000,2023-05-04 00:14:33,1.299243683216,158.0,175.0,230,76.0,81.0,5.37312016106796,6.36631975786781,223.0971132,173.8845147,39.1084609273821,-84.6429980266839,39.1085413098335,-84.643082767725,2023-02-12,11,2,6,Sunday,12,14,33,0,15.807560137457044,14.55,Work Day
83,Delhi - Run,running,2.5,0.0,2023-02-14 11:25:30,2023-02-14 11:48:14.000000,2023-05-04 00:21:32,1.769006524128,158.0,170.0,302,75.0,104.0,4.92573285440254,27.8632755498581,265.7480319,308.3989506,39.1085635218769,-84.6428744774312,39.1078075580299,-84.6415204647928,2023-02-14,11,2,7,Tuesday,14,21,32,0,14.024767801857584,21.533333333333335,Work Day
84,Delhi - Run,running,3.0,0.0,2023-02-15 11:54:08,2023-02-15 12:27:44.000000,2023-05-04 00:33:21,2.765716997488,158.0,173.0,486,76.0,82.0,4.9749456128006,5.92788061333084,288.7139112,354.3307092,39.1086592432112,-84.6431570313871,39.1080382280052,-84.6422691363841,2023-02-15,11,2,7,Wednesday,15,33,21,0,14.57271364317841,33.35,Off Day
85,Indoor Rowing,indoor_rowing,1.4,0.0,2023-02-16 12:42:39,2023-02-16 12:52:53.000000,2023-05-04 00:10:07,0.0,134.0,146.0,129,27.0,29.0,0.0,,,,,,,,2023-02-16,12,2,7,Thursday,16,10,7,0,12.751235584843492,10.116666666666667,Off Day
86,Indoor Cycling,cycling,0.5,0.0,2023-02-16 12:58:07,2023-02-16 13:12:26.000000,2023-05-04 00:11:37,0.0,117.0,126.0,109,,,0.0,,,,,,,,2023-02-16,12,2,7,Thursday,16,11,37,0,9.383070301291248,11.616666666666667,Off Day
87,Indoor Rowing,indoor_rowing,0.8,0.0,2023-02-17 11:37:51,2023-02-17 11:48:14.000000,2023-05-04 00:10:13,0.0,124.0,136.0,111,24.0,26.0,0.0,,,,,,,,2023-02-17,11,2,7,Friday,17,10,13,0,10.864600326264274,10.216666666666667,Work Day
88,Run,running,3.1,0.0,2023-02-17 11:51:42,2023-02-17 12:18:00.000000,2023-05-04 00:24:33,2.116073407888,154.0,170.0,372,74.0,79.0,6.49158816106796,4.65506401653099,,,,,,,2023-02-17,11,2,7,Friday,17,24,33,0,15.15274949083503,24.55,Work Day
89,Indoor Cycling,cycling,0.9,0.0,2023-02-17 12:20:03,2023-02-17 12:40:28.000000,2023-05-04 00:20:12,0.0,122.0,130.0,199,,,0.0,,,,,,,,2023-02-17,12,2,7,Friday,17,20,12,0,9.851485148514852,20.2,Work Day
92,Treadmill Running,running,2.2,0.0,2023-02-18 12:03:52,2023-02-18 12:16:31.000000,2023-05-04 00:12:12,0.827181768864,145.0,161.0,173,75.0,77.0,4.9129514013295,4.48729370986557,,,,,,,2023-02-18,12,2,7,Saturday,18,12,12,0,14.18032786885246,12.2,Work Day
90,Indoor Cycling,cycling,0.9,0.0,2023-02-18 11:33:31,2023-02-18 11:57:12.000000,2023-05-04 00:23:05,0.0,119.0,134.0,211,,,0.0,,,,,,,,2023-02-18,11,2,7,Saturday,18,23,5,0,9.140794223826715,23.083333333333332,Work Day
91,Treadmill Running,running,0.3,0.0,2023-02-18 11:59:13,2023-02-18 12:02:21.000000,2023-05-04 00:02:51,0.164762787392,123.0,142.0,30,67.0,78.0,3.45830306453323,4.1741227018652,,,,,,,2023-02-18,11,2,7,Saturday,18,2,51,0,10.526315789473683,2.85,Work Day
93,Delhi - Run,running,3.0,0.0,2023-02-19 11:29:41,2023-02-19 11:56:18.000000,2023-05-04 00:26:18,2.24557337968,156.0,173.0,378,75.0,81.0,5.12258335466766,49.6957692885437,298.5564309,314.9606304,39.1120928060263,-84.6352639608085,39.1116283647716,-84.6352865919471,2023-02-19,11,2,7,Sunday,19,26,18,0,14.372623574144486,26.3,Work Day
94,Delhi - Recovery,running,2.6,0.0,2023-02-20 11:45:44,2023-02-20 12:16:32.000000,2023-05-04 00:30:32,2.44161599328,152.0,172.0,413,75.0,81.0,4.79599090346527,6.42895422613144,255.9055122,456.0367461,39.1084856539965,-84.6429919078946,39.1084623523057,-84.6430680155754,2023-02-20,11,2,8,Monday,20,30,32,0,13.526200873362445,30.533333333333335,Work Day
95,Delhi - Run,running,2.5,0.4,2023-02-21 11:29:14,2023-02-21 11:44:19.000000,2023-05-04 00:14:10,1.25420669864,160.0,180.0,210,73.0,81.0,5.31048622613144,6.65712169386482,187.0078743,196.850394,39.1079128347337,-84.6436363924295,39.104366870597,-84.642752436921,2023-02-21,11,2,8,Tuesday,21,14,10,0,14.823529411764707,14.166666666666666,Work Day
96,Delhi Running,running,1.3,0.0,2023-02-21 11:46:06,2023-02-21 11:52:00.000000,2023-05-04 00:05:48,0.461945991216,150.0,164.0,82,75.0,78.0,4.76691070986557,5.11363572586632,65.616798,78.7401576,39.1053015366197,-84.6414317004383,39.1085333470255,-84.6431331429631,2023-02-21,11,2,8,Tuesday,21,5,48,0,14.13793103448276,5.8,Work Day
97,Delhi - Base,running,2.3,0.0,2023-02-21 18:47:36,2023-02-21 19:11:32.000000,2023-05-04 00:23:17,1.678429244304,156.0,173.0,303,67.0,82.0,4.32399721760082,5.25903669386482,203.4120738,193.5695541,39.1085749212652,-84.6432456281036,39.1085305809975,-84.6431773155928,2023-02-21,18,2,8,Tuesday,21,23,17,0,13.01360057265569,23.283333333333335,Work Day
98,Delhi Running,running,2.7,0.0,2023-02-22 12:31:00,2023-02-22 13:00:02.000000,2023-05-04 00:28:42,2.29680543512,157.0,169.0,393,75.0,78.0,4.80046445120239,5.25903669386482,288.7139112,288.7139112,39.1084997355938,-84.6433148626238,39.1084911860526,-84.6431618928909,2023-02-22,12,2,8,Wednesday,22,28,42,0,13.693379790940767,28.7,Off Day
99,Delhi - Run,running,2.5,0.0,2023-02-23 14:13:31,2023-02-23 15:00:15.000000,2023-05-04 00:46:17,3.247111907264,146.0,168.0,535,68.0,82.0,4.20767670986557,5.88537870986557,314.9606304,383.8582683,39.1084009967744,-84.6431005373597,39.1084127314389,-84.6430556941777,2023-02-23,14,2,8,Thursday,23,46,17,0,11.559236586244149,46.28333333333333,Off Day
100,Delhi - Run,running,2.8,0.0,2023-02-25 12:02:56,2023-02-25 12:24:27.000000,2023-05-04 00:21:15,1.776991144048,157.0,170.0,308,75.0,79.0,5.01521074239731,5.61470933866692,206.6929137,180.4461945,39.1084565687925,-84.6430092584342,39.1078027803451,-84.6403283905238,2023-02-25,12,2,8,Saturday,25,21,15,0,14.494117647058824,21.25,Work Day
101,Delhi - Run,running,2.8,0.0,2023-02-27 09:50:14,2023-02-27 10:18:08.000000,2023-05-04 00:27:44,2.2251302672,152.0,169.0,382,73.0,79.0,4.81388616106796,5.61470933866692,246.0629925,334.6456698,39.1086355224252,-84.6432198118418,39.1081875935197,-84.6422729082406,2023-02-27,9,2,9,Monday,27,27,44,0,13.774038461538462,27.733333333333334,Work Day
103,Base,running,2.5,0.0,2023-02-28 11:53:07,2023-02-28 12:05:28.000000,2023-05-04 00:12:11,1.002470584384,158.0,167.0,189,75.0,78.0,4.93691779039955,5.17626966080284,,,,,,,2023-02-28,11,2,9,Tuesday,28,12,11,0,15.512995896032832,12.183333333333334,Work Day
102,Treadmill Running,running,2.3,0.0,2023-02-28 11:36:34,2023-02-28 11:50:54.000000,2023-05-04 00:13:52,1.109998870544,146.0,158.0,196,73.0,78.0,4.80046445120239,4.57006020960045,,,,,,,2023-02-28,11,2,9,Tuesday,28,13,52,0,14.134615384615383,13.866666666666667,Work Day
104,Delhi Running,running,3.3,0.0,2023-03-01 11:50:10,2023-03-01 12:25:18.000000,2023-05-04 00:35:01,3.089028860272,164.0,179.0,529,76.0,80.0,5.29035366133308,5.99051454826736,242.7821526,255.9055122,39.1116685979068,-84.6356313396245,39.1115847788751,-84.635555902496,2023-03-01,11,3,9,Wednesday,1,35,1,0,15.107091861018564,35.016666666666666,Off Day
105,Run,running,3.1,0.0,2023-03-03 12:03:27,2023-03-03 12:25:49.000000,2023-05-04 00:22:10,1.725088007712,155.0,173.0,323,72.0,78.0,4.6662484192009,5.61470933866692,,,,,,,2023-03-03,12,3,9,Friday,3,22,10,0,14.571428571428571,22.166666666666668,Work Day
106,Indoor Cycling,cycling,1.5,0.0,2023-03-04 11:58:09,2023-03-04 12:29:13.000000,2023-05-04 00:30:14,0.0,125.0,134.0,297,,,0.0,,,,,,,,2023-03-04,11,3,9,Saturday,4,30,14,0,9.823594266813672,30.233333333333334,Work Day
107,Elliptical,elliptical,0.4,0.0,2023-03-04 12:30:26,2023-03-04 12:36:27.000000,2023-05-04 00:05:56,0.0,119.0,128.0,58,36.0,51.0,0.0,,,,,,,,2023-03-04,12,3,9,Saturday,4,5,56,0,9.775280898876405,5.933333333333334,Work Day
108,Delhi - Run,running,3.0,0.0,2023-03-05 12:44:42,2023-03-05 13:12:40.000000,2023-05-04 00:27:31,2.276784855056,157.0,172.0,387,74.0,79.0,4.96152390293503,5.40667443573189,190.2887142,223.0971132,39.1085703950375,-84.6431017108262,39.1082776151597,-84.6425110381097,2023-03-05,12,3,9,Sunday,5,27,31,0,14.064203513022411,27.516666666666666,Work Day
109,Indoor Rowing,indoor_rowing,0.7,0.0,2023-03-06 11:26:39,2023-03-06 11:34:16.000000,2023-05-04 00:05:23,6.213712e-06,123.0,136.0,57,27.0,29.0,0.0,,,,,,,,2023-03-06,11,3,10,Monday,6,5,23,0,10.588235294117647,5.383333333333334,Work Day
110,Indoor Cycling,cycling,2.2,0.0,2023-03-06 11:34:28,2023-03-06 12:05:21.000000,2023-05-04 00:30:04,0.0,128.0,158.0,323,,,0.0,,,,,,,,2023-03-06,11,3,10,Monday,6,30,4,0,10.742793791574279,30.066666666666666,Work Day
111,Delhi - Run,running,3.0,0.0,2023-03-07 11:09:59,2023-03-07 11:31:37.000000,2023-05-04 00:20:39,1.765769180176,156.0,175.0,304,74.0,78.0,5.12929420960045,6.22091878986931,308.3989506,314.9606304,39.1083819698542,-84.6429516747594,39.1080972366035,-84.6421007439494,2023-03-07,11,3,10,Tuesday,7,20,39,0,14.721549636803875,20.65,Work Day
112,Base,running,3.8,0.0,2023-03-08 13:20:42,2023-03-08 14:15:06.000000,2023-05-04 00:54:07,4.433353024048,156.0,165.0,814,75.0,78.0,4.91454845173264,5.82274424160194,,,,,,,2023-03-08,13,3,10,Wednesday,8,54,7,0,15.041576840160147,54.11666666666667,Off Day
114,Delhi Jack,generic,0.1,0.0,2023-03-09 15:27:21,2023-03-09 15:35:02.000000,2023-05-04 00:07:30,0.079616291856,98.0,112.0,45,,,0.635289844799757,5.25903669386482,121.3910763,32.808399,39.1088347602636,-84.6432715281844,39.1085703112185,-84.6430094260722,2023-03-09,15,3,10,Thursday,9,7,30,0,6.0,7.5,Off Day
113,Run,running,3.6,0.0,2023-03-09 12:41:50,2023-03-09 13:20:25.000000,2023-05-04 00:38:22,3.238909807424,156.0,169.0,567,74.0,78.0,5.06442296746826,5.97038198346901,,,,,,,2023-03-09,12,3,10,Thursday,9,38,22,0,14.77845351867941,38.36666666666667,Off Day
115,Run,running,3.1,0.0,2023-03-10 12:19:35,2023-03-10 12:47:32.000000,2023-05-04 00:27:40,2.210826302176,151.0,165.0,392,72.0,78.0,4.79375359626961,5.78247964533234,,,,,,,2023-03-10,12,3,10,Friday,10,27,40,0,14.16867469879518,27.666666666666668,Work Day
117,Run,running,3.4,0.0,2023-03-12 21:16:46,2023-03-12 21:48:43.000000,2023-05-04 00:31:45,2.661655962624,157.0,168.0,478,73.0,78.0,5.02639514506722,5.88537870986557,,,,,,,2023-03-12,21,3,10,Sunday,12,31,45,0,15.05511811023622,31.75,Work Day
118,Run,running,3.1,0.0,2023-03-14 11:44:14,2023-03-14 12:11:59.000000,2023-05-04 00:27:33,2.210670959376,148.0,163.0,383,72.0,78.0,4.81388616106796,5.80261221013069,,,,,,,2023-03-14,11,3,11,Tuesday,14,27,33,0,13.901996370235935,27.55,Work Day
119,Run,running,3.0,0.0,2023-03-16 13:13:22,2023-03-16 13:48:51.000000,2023-05-04 00:35:14,2.718430649168,145.0,159.0,476,72.0,77.0,4.62822059679985,5.71984517706871,,,,,,,2023-03-16,13,3,11,Thursday,16,35,14,0,13.509933774834437,35.233333333333334,Off Day
120,Indoor Cycling,cycling,1.3,0.0,2023-03-18 11:31:38,2023-03-18 11:51:44.000000,2023-05-04 00:20:01,0.0,114.0,148.0,172,,,0.0,,,,,,,,2023-03-18,11,3,11,Saturday,18,20,1,0,8.592839300582847,20.016666666666666,Work Day
121,Run,running,3.3,0.0,2023-03-19 21:15:31,2023-03-19 21:49:26.000000,2023-05-04 00:33:38,2.706052934864,152.0,168.0,471,72.0,78.0,4.82730787093353,5.69747583840179,,,,,,,2023-03-19,21,3,11,Sunday,19,33,38,0,14.00396432111001,33.63333333333333,Work Day
122,Delhi - Run,running,2.9,0.0,2023-03-21 11:35:47,2023-03-21 11:56:58.000000,2023-05-04 00:20:53,1.749048081184,152.0,171.0,295,72.0,79.0,5.02415837119865,5.67734380693054,265.7480319,154.1994753,39.1088072676212,-84.6429614815861,39.1085306648165,-84.6431423630565,2023-03-21,11,3,12,Tuesday,21,20,53,0,14.126097366320831,20.883333333333333,Work Day
126,Treadmill Running,running,2.0,0.0,2023-03-22 14:07:14,2023-03-22 14:17:33.000000,2023-05-04 00:06:19,0.44844359504,144.0,164.0,84,68.0,75.0,4.25912624213219,4.6953286128006,,,,,,,2023-03-22,14,3,12,Wednesday,22,6,19,0,13.298153034300793,6.316666666666666,Off Day
125,Indoor Rowing,indoor_rowing,1.0,0.0,2023-03-22 13:59:28,2023-03-22 14:05:42.000000,2023-05-04 00:05:50,0.0,134.0,143.0,72,26.0,28.0,0.0,,,,,,,,2023-03-22,13,3,12,Wednesday,22,5,50,0,12.342857142857143,5.833333333333333,Off Day
123,Run,running,2.7,0.0,2023-03-22 13:24:48,2023-03-22 13:40:09.000000,2023-05-04 00:15:10,1.212115013552,153.0,178.0,212,71.0,80.0,4.79375359626961,6.05314901653099,,,,,,,2023-03-22,13,3,12,Wednesday,22,15,10,0,13.978021978021978,15.166666666666666,Off Day
124,Stair Stepper,stair_climbing,2.2,0.0,2023-03-22 13:42:30,2023-03-22 13:57:27.000000,2023-05-04 00:14:47,0.0,139.0,161.0,190,8.0,70.0,0.0,,,,,,,,2023-03-22,13,3,12,Wednesday,22,14,47,0,12.852311161217587,14.783333333333333,Off Day
127,Indoor Cycling,cycling,0.5,0.0,2023-03-24 11:58:07,2023-03-24 12:19:47.000000,2023-05-04 00:20:13,0.0,109.0,122.0,149,,,0.0,,,,,,,,2023-03-24,11,3,12,Friday,24,20,13,0,7.370156636438582,20.216666666666665,Work Day
128,Elliptical,elliptical,0.4,0.0,2023-03-24 12:20:52,2023-03-24 12:26:00.000000,2023-05-04 00:04:02,0.0,122.0,128.0,42,42.0,55.0,0.0,,,,,,,,2023-03-24,12,3,12,Friday,24,4,2,0,10.413223140495868,4.033333333333333,Work Day
129,Treadmill Running,running,3.2,0.0,2023-03-25 13:28:32,2023-03-25 13:58:41.000000,2023-05-04 00:30:04,2.31404848592,150.0,164.0,431,72.0,76.0,4.61703566080284,5.53194283893204,,,,,,,2023-03-25,13,3,12,Saturday,25,30,4,0,14.33481152993348,30.066666666666666,Work Day
130,Indoor Cycling,cycling,2.4,0.0,2023-03-27 11:44:21,2023-03-27 12:15:01.000000,2023-05-04 00:30:03,0.0,128.0,170.0,319,,,0.0,,,,,,,,2023-03-27,11,3,13,Monday,27,30,3,0,10.615640599001663,30.05,Work Day
131,Treadmill Running,running,3.3,0.0,2023-03-28 22:18:59,2023-03-28 22:44:26.000000,2023-05-04 00:25:09,2.218754998688,160.0,170.0,386,74.0,77.0,5.29035366133308,5.82274424160194,,,,,,,2023-03-28,22,3,13,Tuesday,28,25,9,0,15.347912524850896,25.15,Work Day
132,Indoor Cycling,cycling,2.2,0.0,2023-03-28 22:46:44,2023-03-28 23:15:03.000000,2023-05-04 00:25:10,0.0,136.0,148.0,303,,,0.0,,,,,,,,2023-03-28,22,3,13,Tuesday,28,25,10,0,12.039735099337747,25.166666666666668,Work Day
133,Treadmill Running,running,3.1,0.0,2023-03-29 14:42:27,2023-03-29 15:14:45.000000,2023-05-04 00:32:18,2.546981907664,148.0,160.0,452,72.0,75.0,4.72888288746452,5.46930837066841,,,,,,,2023-03-29,14,3,13,Wednesday,29,32,18,0,13.993808049535605,32.3,Off Day
134,Treadmill Running,running,3.1,0.0,2023-03-30 13:47:46,2023-03-30 14:03:22.000000,2023-05-04 00:15:19,1.403665113376,170.0,176.0,253,75.0,79.0,5.49391501653099,5.90774804853249,,,,,,,2023-03-30,13,3,13,Thursday,30,15,19,0,16.517954298150162,15.316666666666666,Off Day
135,Elliptical,elliptical,2.3,0.0,2023-03-30 14:05:27,2023-03-30 14:25:41.000000,2023-05-04 00:20:06,0.0,137.0,163.0,248,50.0,62.0,0.0,,,,,,,,2023-03-30,14,3,13,Thursday,30,20,6,0,12.338308457711442,20.1,Off Day
136,Elliptical,elliptical,3.0,0.0,2023-03-31 11:38:33,2023-03-31 12:09:35.000000,2023-05-04 00:30:09,0.0,143.0,167.0,398,48.0,60.0,0.0,,,,,,,,2023-03-31,11,3,13,Friday,31,30,9,0,13.200663349917082,30.15,Work Day
138,Indoor Cycling,cycling,2.1,0.0,2023-04-01 11:46:54,2023-04-01 12:17:16.000000,2023-05-04 00:30:08,6.213712e-06,132.0,144.0,340,,,0.0,,,,,,,,2023-04-01,11,4,13,Saturday,1,30,8,0,11.283185840707965,30.133333333333333,Work Day
137,Benchmark Run,running,2.0,0.0,2023-04-01 11:35:53,2023-04-01 11:46:43.000000,2023-05-04 00:09:00,0.679090370768,140.0,164.0,115,69.0,76.0,4.52755830613518,5.73997774186707,,,,,,,2023-04-01,11,4,13,Saturday,1,9,0,0,12.777777777777779,9.0,Work Day
139,Delhi - Goal Pace Repeats,running,3.0,0.0,2023-04-03 11:24:22,2023-04-03 11:58:35.000000,2023-05-04 00:33:59,2.582779102496,148.0,167.0,443,69.0,79.0,4.55887580693054,5.71984517706871,285.4330713,357.6115491,39.1086331754923,-84.6418505441397,39.1084098815918,-84.6430077496916,2023-04-03,11,4,14,Monday,3,33,59,0,13.035801863658655,33.983333333333334,Work Day
140,Easy Run,running,2.7,0.0,2023-04-04 11:12:48,2023-04-04 11:49:05.000000,2023-05-04 00:36:00,2.60755317224,133.0,154.0,426,68.0,74.0,4.34412978239918,4.88323148426437,,,,,,,2023-04-04,11,4,14,Tuesday,4,36,0,0,11.833333333333334,36.0,Work Day
141,Elliptical,elliptical,1.3,0.0,2023-04-04 22:43:43,2023-04-04 22:55:57.000000,2023-05-04 00:12:09,0.0,127.0,145.0,133,50.0,56.0,0.0,,,,,,,,2023-04-04,22,4,14,Tuesday,4,12,9,0,10.946502057613168,12.15,Work Day
142,Indoor Cycling,cycling,0.7,0.0,2023-04-04 22:57:33,2023-04-04 23:20:36.000000,2023-05-04 00:20:04,0.0,114.0,122.0,163,,,0.0,,,,,,,,2023-04-04,22,4,14,Tuesday,4,20,4,0,8.122923588039868,20.066666666666666,Work Day
143,Delhi - Long Easy Run,running,2.6,0.0,2023-04-05 12:10:55,2023-04-05 12:42:34.000000,2023-05-04 00:31:38,2.373035253936,156.0,173.0,406,73.0,78.0,4.49847811253548,4.86309891946602,262.467192,314.9606304,39.1084636934102,-84.6430292911828,39.10714966245,-84.6394724305719,2023-04-05,12,4,14,Wednesday,5,31,38,0,12.834562697576397,31.633333333333333,Off Day
144,Stair Stepper,stair_climbing,2.5,0.0,2023-04-06 12:54:28,2023-04-06 13:21:09.000000,2023-05-04 00:25:05,0.0,136.0,162.0,304,,82.0,0.0,,,,,,,,2023-04-06,12,4,14,Thursday,6,25,5,0,12.119601328903656,25.083333333333332,Off Day
145,Indoor Cycling,cycling,1.2,0.0,2023-04-06 13:21:56,2023-04-06 13:37:19.000000,2023-05-04 00:15:09,0.0,125.0,138.0,157,,,0.0,,,,,,,,2023-04-06,13,4,14,Thursday,6,15,9,0,10.363036303630363,15.15,Off Day
146,Easy Run,running,3.2,0.0,2023-04-07 11:16:48,2023-04-07 11:58:14.000000,2023-05-04 00:40:00,2.7981898564,141.0,162.0,482,66.0,73.0,4.19649204053211,4.9458654192009,,,,,,,2023-04-07,11,4,14,Friday,7,40,0,0,12.05,40.0,Work Day
147,Indoor Cycling,cycling,1.3,0.0,2023-04-08 10:39:11,2023-04-08 11:09:28.000000,2023-05-04 00:30:06,0.0,120.0,140.0,268,,,0.0,,,,,,,,2023-04-08,10,4,14,Saturday,8,30,6,0,8.903654485049833,30.1,Work Day
148,Delhi - Steady State Run,running,3.0,0.0,2023-04-09 13:12:29,2023-04-09 13:37:44.000000,2023-05-04 00:25:01,2.052631408368,159.0,170.0,350,73.0,78.0,4.92349608053398,5.67734380693054,193.5695541,216.5354334,39.1082829795778,-84.63812218979,39.1081638727337,-84.6421995665878,2023-04-09,13,4,14,Sunday,9,25,1,0,13.990672884743505,25.016666666666666,Work Day
149,Stair Stepper,stair_climbing,2.9,0.0,2023-04-10 11:07:33,2023-04-10 11:38:59.000000,2023-05-04 00:30:03,0.0,142.0,166.0,380,,74.0,0.0,,,,,,,,2023-04-10,11,4,15,Monday,10,30,3,0,12.645590682196339,30.05,Work Day
150,Delhi - Easy Run,running,2.8,0.0,2023-04-11 11:12:49,2023-04-11 11:52:48.000000,2023-05-04 00:39:46,2.877980132192,145.0,172.0,471,68.0,76.0,4.34189274186707,5.07113382240105,423.2283471,308.3989506,39.1086553875357,-84.6429901476949,39.108500238508,-84.6431551873684,2023-04-11,11,4,15,Tuesday,11,39,46,0,11.84409052808047,39.766666666666666,Work Day
151,Elliptical,elliptical,0.3,0.0,2023-04-11 22:29:59,2023-04-11 22:33:49.000000,2023-05-04 00:02:31,0.0,119.0,133.0,24,37.0,51.0,0.0,,,,,,,,2023-04-11,22,4,15,Tuesday,11,2,31,0,9.536423841059603,2.5166666666666666,Work Day
152,Indoor Cycling,cycling,2.1,0.0,2023-04-11 22:34:01,2023-04-11 22:54:16.000000,2023-05-04 00:20:06,0.0,135.0,143.0,236,,,0.0,,,,,,,,2023-04-11,22,4,15,Tuesday,11,20,6,0,11.741293532338307,20.1,Work Day
153,Delhi - Long Easy Run,running,3.0,0.0,2023-04-12 10:05:36,2023-04-12 11:04:21.000000,2023-05-04 00:58:33,4.134622605936,146.0,175.0,671,70.0,78.0,4.23675690346527,4.86309891946602,518.3727042,511.8110244,39.1084907669574,-84.6429726295173,39.1083740908653,-84.6429361682385,2023-04-12,10,4,15,Wednesday,12,58,33,0,11.460290350128096,58.55,Off Day
154,Delhi - Easy Off Day,running,2.9,0.0,2023-04-13 10:06:49,2023-04-13 10:42:04.000000,2023-05-04 00:35:06,2.56415039392,146.0,173.0,422,66.0,78.0,4.38215760480022,5.36417253226662,321.5223102,311.6797905,39.1084286570549,-84.6432946622372,39.108415581286,-84.6429701987654,2023-04-13,10,4,15,Thursday,13,35,6,0,12.022792022792022,35.1,Off Day
155,Delhi - Easy Run,running,2.6,0.0,2023-04-14 10:58:38,2023-04-14 11:32:49.000000,2023-05-04 00:33:56,2.524587689616,144.0,168.0,405,70.0,79.0,4.46268733066654,5.05100125760269,239.5013127,816.9291351,39.1076964139938,-84.6419190242887,39.108526725322,-84.6431292034686,2023-04-14,10,4,15,Friday,14,33,56,0,11.935166994106092,33.93333333333333,Work Day
156,Delhi - Easy Off Day,running,2.7,0.0,2023-04-15 10:00:39,2023-04-15 10:34:30.000000,2023-05-04 00:33:39,2.502516584592,145.0,169.0,401,70.0,78.0,4.46045029013443,5.03086922613144,249.3438324,285.4330713,39.1081812232733,-84.6430304646492,39.1084724105895,-84.6431368310004,2023-04-15,10,4,15,Saturday,15,33,39,0,11.916790490341754,33.65,Work Day
157,Delhi - Steady State Run,running,2.9,0.0,2023-04-16 10:09:26,2023-04-16 10:45:02.000000,2023-05-04 00:35:00,2.595834111408,140.0,175.0,413,68.0,79.0,4.44926562080097,5.25903669386482,219.8162733,236.2204728,39.1086064372212,-84.6430493239313,39.1078662313521,-84.6413317043334,2023-04-16,10,4,15,Sunday,16,35,0,0,11.8,35.0,Work Day
159,Indoor Cycling,cycling,0.9,0.0,2023-04-17 11:41:21,2023-04-17 12:12:44.000000,2023-05-04 00:30:07,0.0,116.0,126.0,235,,,0.0,,,,,,,,2023-04-17,11,4,16,Monday,17,30,7,0,7.802988378527947,30.116666666666667,Work Day
158,Elliptical,elliptical,0.9,0.0,2023-04-17 11:18:44,2023-04-17 11:39:01.000000,2023-05-04 00:20:08,0.0,119.0,134.0,177,45.0,52.0,0.0,,,,,,,,2023-04-17,11,4,16,Monday,17,20,8,0,8.791390728476822,20.133333333333333,Work Day
160,Delhi - Easy Run,running,2.7,0.0,2023-04-18 10:14:01,2023-04-18 10:48:01.000000,2023-05-04 00:33:38,2.514049234064,141.0,167.0,407,71.0,79.0,4.48505693599701,5.07113382240105,475.7217855,242.7821526,39.1083505377173,-84.642456304282,39.1084356140345,-84.6430892217904,2023-04-18,10,4,16,Tuesday,18,33,38,0,12.101090188305253,33.63333333333333,Work Day
161,Stair Stepper,stair_climbing,2.6,0.0,2023-04-18 22:27:08,2023-04-18 23:07:23.000000,2023-05-04 00:40:03,0.0,140.0,154.0,487,28.0,70.0,0.0,,,,,,,,2023-04-18,22,4,16,Tuesday,18,40,3,0,12.15980024968789,40.05,Work Day
162,Delhi - Long Easy Run,running,3.1,0.2,2023-04-19 11:12:34,2023-04-19 12:12:05.000000,2023-05-04 00:59:11,4.284515980512,147.0,172.0,700,70.0,79.0,4.34189274186707,4.92573285440254,675.8530194,721.784778,39.1084567364305,-84.6430297940969,39.1083828918636,-84.642863413319,2023-04-19,11,4,16,Wednesday,19,59,11,0,11.827654181920586,59.18333333333333,Off Day
163,Treadmill Running,running,2.9,0.0,2023-04-20 11:43:28,2023-04-20 12:14:16.000000,2023-05-04 00:30:14,2.080002809728,136.0,159.0,337,65.0,75.0,4.12714698399925,5.09350316106796,,,,,,,2023-04-20,11,4,16,Thursday,20,30,14,0,11.146637265711135,30.233333333333334,Off Day
