activity_id,name,description,type,course_id,laps,sport,sub_sport,training_effect,anaerobic_training_effect,start_time,stop_time,elapsed_time,moving_time,distance,cycles,avg_hr,max_hr,avg_rr,max_rr,calories,avg_cadence,max_cadence,avg_speed,max_speed,ascent,descent,max_temperature,min_temperature,avg_temperature,start_lat,start_long,stop_lat,stop_long,hr_zones_method,hrz_1_hr,hrz_2_hr,hrz_3_hr,hrz_4_hr,hrz_5_hr,hrz_1_time,hrz_2_time,hrz_3_time,hrz_4_time,hrz_5_time
10411326689,"Indoor Rowing",,uncategorized,,1,fitness_equipment,indoor_rowing,1.7,0.0,"2023-01-30 12:26:09.000000","2023-01-30 12:43:14.000000",00:12:17.732000,00:12:17.732000,0.0,292.0,135,148,,,157,28,31,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:00:33.000000,00:06:48.227000,00:04:43.997000,00:00:00.000000,00:00:00.000000
10316709666,"Walk/Run Repeats",,uncategorized,,7,running,treadmill,3.1,0.3,"2023-01-15 16:53:31.000000","2023-01-15 17:16:48.000000",00:23:00.000000,00:23:00.000000,1.606250765712,1650.0,155,176,,,359,71,80,4.18978118559933,5.00849988746452,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:00:17.001000,00:00:34.998000,00:05:21.965000,00:14:29.974000,00:00:00.000000
10536674279,"Indoor Cycling",,uncategorized,,1,cycling,indoor_cycling,0.9,0.0,"2023-02-18 11:33:31.000000","2023-02-18 11:57:12.000000",00:23:05.394000,00:23:05.394000,0.0,,119,134,,,211,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:10:35.002000,00:12:16.460000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10289250500,"Indoor Cycling",,uncategorized,,1,cycling,indoor_cycling,2.2,0.0,"2023-01-11 12:33:14.000000","2023-01-11 12:53:35.000000",00:20:01.232000,00:20:01.232000,0.0,,135,160,,,298,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:02:17.113000,00:09:01.000000,00:08:23.119000,00:00:20.000000,00:00:00.000000
10629213781,Elliptical,,uncategorized,,1,fitness_equipment,elliptical,0.4,0.0,"2023-03-04 12:30:26.000000","2023-03-04 12:36:27.000000",00:05:56.308000,00:05:56.308000,0.0,266.0,119,128,,,58,36,51,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:01:19.806000,00:04:36.502000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10342479534,"Delhi Running",,uncategorized,,4,running,generic,3.2,0.2,"2023-01-19 17:15:01.000000","2023-01-19 17:54:52.000000",00:39:13.397000,00:39:13.397000,3.147916208896,2766.0,160,179,,,598,69,102,4.81612346826363,8.30798027413368,282.1522314,449.4750663,260.6,,260.6,39.1086475085467,-84.6432348154485,39.1085448302329,-84.6430732961744,max_heart_rate,99,119,139,158,178,00:00:47.000000,00:01:34.000000,00:09:34.996000,00:26:29.189000,00:00:23.000000
10642099443,"Indoor Cycling",,uncategorized,,1,cycling,indoor_cycling,2.2,0.0,"2023-03-06 11:34:28.000000","2023-03-06 12:05:21.000000",00:30:04.631000,00:30:04.631000,0.0,,128,158,,,323,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:07:54.129000,00:14:24.997000,00:07:44.003000,00:00:01.502000,00:00:00.000000
10289081507,"Walk/Run Repeats",,uncategorized,,7,running,treadmill,3.1,0.1,"2023-01-11 11:56:47.000000","2023-01-11 12:30:00.000000",00:32:41.048000,00:32:00.000000,2.39361506808,2120.0,140,176,,,474,66,80,4.48729370986557,7.07542880693054,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:00:27.999000,00:09:05.245000,00:02:35.000000,00:14:18.866000,00:00:00.000000
10490819407,"Delhi - Threshold",,uncategorized,,5,running,generic,3.4,0.0,"2023-02-11 12:09:44.000000","2023-02-11 12:54:32.000000",00:43:39.178000,00:42:47.484000,3.670831142256,3324.0,161,172,,,645,76,83,5.14719000053024,6.28355325813293,456.0367461,337.9265097,260.6,,260.6,39.1084003262222,-84.6427913289517,39.1084258910269,-84.6430182270706,max_heart_rate,99,119,139,158,178,00:00:10.998000,00:01:13.000000,00:07:46.695000,00:33:27.078000,00:00:00.000000
10594830979,"Delhi - Run",,uncategorized,,4,running,generic,2.8,0.0,"2023-02-27 09:50:14.000000","2023-02-27 10:18:08.000000",00:27:44.334000,00:27:44.334000,2.2251302672,2046.0,152,169,,,382,73,79,4.81388616106796,5.61470933866692,246.0629925,334.6456698,260.6,,260.6,39.1086355224252,-84.6432198118418,39.1081875935197,-84.6422729082406,max_heart_rate,99,119,139,158,178,00:01:09.999000,00:01:44.887000,00:07:42.001000,00:15:51.989000,00:00:00.000000
10536710987,"Treadmill Running",,uncategorized,,1,running,treadmill,0.3,0.0,"2023-02-18 11:59:13.000000","2023-02-18 12:02:21.000000",00:02:51.508000,00:02:51.508000,0.164762787392,190.0,123,142,,,30,67,78,3.45830306453323,4.1741227018652,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:01:14.143000,00:00:50.001000,00:00:47.364000,00:00:00.000000,00:00:00.000000
10559180051,"Delhi - Base",,uncategorized,,2,running,generic,2.3,0.0,"2023-02-21 18:47:36.000000","2023-02-21 19:11:32.000000",00:23:17.480000,00:23:17.480000,1.678429244304,1592.0,156,173,,,303,67,82,4.32399721760082,5.25903669386482,203.4120738,193.5695541,260.6,,260.6,39.1085749212652,-84.6432456281036,39.1085305809975,-84.6431773155928,max_heart_rate,99,119,139,158,178,00:00:29.998000,00:02:31.000000,00:06:16.002000,00:13:57.764000,00:00:00.000000
10470886668,"Rowing 1 on 2 soft",,uncategorized,,12,fitness_equipment,indoor_rowing,0.7,0.0,"2023-02-08 12:22:36.000000","2023-02-08 12:39:11.000000",00:16:21.875000,00:16:21.875000,0.0,423.0,117,135,,,149,26,37,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:08:49.646000,00:06:47.574000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10391618384,"Indoor Cycling",,uncategorized,,1,cycling,indoor_cycling,0.6,0.0,"2023-01-27 11:32:03.000000","2023-01-27 11:40:18.000000",00:07:03.906000,00:07:03.906000,0.0,,121,131,,,76,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,99,119,139,158,178,00:02:14.999000,00:04:40.511000,00:00:00.000000,00:00:00.000000,00:00:00.000000
