day,hr_avg,hr_min,hr_max,rhr,inactive_hr,weight,intensity_time,moderate_activity_time,vigorous_activity_time,steps,steps_goal_percent,floors,floors_goal_percent,sleep_avg,rem_sleep_avg,stress_avg,calories_avg,calories_bmr_avg,calories_active_avg,calories_consumed_avg,calories_goal,activities,activities_calories,activities_distance,hydration_goal,hydration_avg,sweat_loss_avg,spo2_avg,spo2_min,rr_waking_avg,rr_max,rr_min,bb_max,bb_min
2023-02-07,72.6,46.0,173.0,48.0,64.3,251.4,00:39:00.000000,00:07:00.000000,00:16:00.000000,13217,105.0,0.0,0.0,08:33:00.000000,01:20:00.000000,26.0,3355.0,2651.0,704.0,,2820.0,2,278.0,1.6,100.0,0.0,6.0,,,13.0,22.0,9.0,78.0,5.0
2023-02-06,74.6,46.0,166.0,48.0,59.1,253.4,01:20:00.000000,00:10:00.000000,00:35:00.000000,15136,126.0,0.0,0.0,09:16:00.000000,01:45:00.000000,26.0,3777.0,2662.0,1115.0,0.0,2820.0,1,526.0,3.1,100.0,0.0,8.0,,,13.0,24.0,10.0,90.0,5.0
2023-02-05,75.7,47.0,171.0,49.0,63.8,254.8,01:03:00.000000,00:13:00.000000,00:25:00.000000,12943,111.0,0.0,0.0,07:24:00.000000,00:56:00.000000,27.0,3716.0,2670.0,1046.0,1785.0,2820.0,3,521.0,1.7,100.0,0.0,8.0,,,13.0,23.0,10.0,76.0,5.0
2023-02-04,77.5,44.0,157.0,48.0,61.1,256.6,01:26:00.000000,00:22:00.000000,00:32:00.000000,15775,148.0,0.0,0.0,08:07:00.000000,01:05:00.000000,28.0,4131.0,2680.0,1451.0,1575.0,2820.0,3,637.0,1.8,100.0,0.0,11.0,,,13.0,21.0,10.0,77.0,5.0
2023-02-03,76.7,44.0,171.0,47.0,58.4,258.0,00:58:00.000000,00:06:00.000000,00:26:00.000000,15899,158.0,0.0,0.0,09:06:00.000000,02:29:00.000000,31.0,4054.0,2687.0,1367.0,,2820.0,3,371.0,1.7,100.0,0.0,5.0,,,13.0,21.0,10.0,90.0,5.0
2023-02-02,67.9,43.0,159.0,47.0,62.5,255.4,01:13:00.000000,00:09:00.000000,00:32:00.000000,7756,73.0,0.0,0.0,08:29:00.000000,01:42:00.000000,27.0,3232.0,2673.0,559.0,2349.0,2820.0,2,510.0,2.4,100.0,0.0,8.0,,,15.0,22.0,11.0,91.0,18.0
2023-02-01,68.4,47.0,167.0,49.0,63.7,255.4,01:13:00.000000,00:09:00.000000,00:32:00.000000,9088,84.0,0.0,0.0,08:16:00.000000,01:27:00.000000,25.0,3345.0,2673.0,672.0,1230.0,2820.0,3,539.0,2.2,100.0,0.0,8.0,,,13.0,22.0,11.0,71.0,7.0
2023-01-31,76.5,47.0,170.0,49.0,63.1,256.6,01:16:00.000000,00:08:00.000000,00:34:00.000000,13926,133.0,0.0,0.0,07:30:00.000000,01:07:00.000000,32.0,3816.0,2680.0,1136.0,2698.0,2820.0,5,647.0,2.3,100.0,0.0,11.0,,,13.0,25.0,9.0,85.0,9.0
2023-01-30,74.9,46.0,171.0,47.0,64.0,257.2,02:11:00.000000,00:17:00.000000,00:57:00.000000,9779,93.0,0.0,0.0,08:35:00.000000,01:26:00.000000,27.0,3814.0,2684.0,1130.0,2135.0,2820.0,4,868.0,1.0,100.0,0.0,14.0,,,13.0,21.0,9.0,84.0,9.0
2023-01-29,75.5,44.0,170.0,46.0,60.4,259.2,01:24:00.000000,00:10:00.000000,00:37:00.000000,12744,128.0,0.0,0.0,08:23:00.000000,01:07:00.000000,30.0,3832.0,2694.0,1138.0,1345.0,2820.0,3,635.0,1.7,100.0,0.0,9.0,,,13.0,26.0,10.0,84.0,5.0
2023-01-28,78.5,46.0,150.0,48.0,64.5,258.2,01:35:00.000000,00:15:00.000000,00:40:00.000000,10344,105.0,0.0,0.0,09:09:00.000000,01:01:00.000000,31.0,3884.0,2688.0,1196.0,1829.0,2820.0,3,562.0,0.0,100.0,0.0,10.0,,,13.0,24.0,11.0,66.0,5.0
2023-01-27,81.5,46.0,169.0,48.0,62.7,259.6,01:45:00.000000,00:15:00.000000,00:45:00.000000,14607,158.0,0.0,0.0,07:52:00.000000,01:36:00.000000,35.0,4522.0,2697.0,1825.0,1345.0,2820.0,4,698.0,1.7,100.0,0.0,11.0,,,13.0,21.0,10.0,85.0,5.0
2023-01-26,70.2,43.0,154.0,48.0,68.2,260.6,01:40:00.000000,00:32:00.000000,00:34:00.000000,4869,47.0,0.0,0.0,06:07:00.000000,00:53:00.000000,29.0,3508.0,2702.0,806.0,1780.0,2820.0,3,527.0,0.0,100.0,0.0,8.0,,,14.0,23.0,10.0,87.0,15.0
2023-01-25,68.7,44.0,172.0,48.0,61.1,258.9,01:27:00.000000,00:07:00.000000,00:40:00.000000,7263,68.0,0.0,0.0,02:48:00.000000,00:07:00.000000,27.0,3397.0,2692.0,705.0,699.0,2820.0,3,659.0,2.0,100.0,0.0,9.0,,,15.0,22.0,12.0,81.0,13.0
2023-01-24,75.8,45.0,157.0,47.0,63.1,258.8,01:13:00.000000,00:13:00.000000,00:30:00.000000,12188,118.0,0.0,0.0,09:12:00.000000,01:23:00.000000,29.0,3659.0,2692.0,967.0,2913.0,2820.0,2,508.0,0.0,100.0,0.0,8.0,,,14.0,20.0,11.0,90.0,14.0
2023-01-23,78.7,47.0,172.0,50.0,63.3,255.2,01:07:00.000000,00:09:00.000000,00:29:00.000000,12628,126.0,0.0,0.0,09:28:00.000000,01:16:00.000000,30.0,3988.0,2673.0,1315.0,2736.0,2820.0,2,527.0,2.2,100.0,0.0,8.0,,,14.0,23.0,12.0,86.0,12.0
2023-01-22,71.0,48.0,109.0,51.0,63.3,,00:00:00.000000,00:00:00.000000,00:00:00.000000,8292,81.0,0.0,0.0,07:15:00.000000,00:51:00.000000,31.0,2911.0,2688.0,223.0,556.0,2820.0,,,,100.0,,,,,14.0,22.0,11.0,57.0,5.0
2023-01-21,77.7,43.0,171.0,47.0,62.1,258.2,01:03:00.000000,00:07:00.000000,00:28:00.000000,15076,156.0,0.0,0.0,08:22:00.000000,01:16:00.000000,35.0,3897.0,2688.0,1209.0,,2820.0,2,531.0,2.4,100.0,0.0,8.0,,,13.0,25.0,10.0,81.0,5.0
2023-01-20,68.3,43.0,105.0,47.0,61.6,258.2,00:00:00.000000,00:00:00.000000,00:00:00.000000,8874,91.0,0.0,0.0,10:06:00.000000,02:02:00.000000,27.0,3019.0,2688.0,331.0,3039.0,2820.0,,,,100.0,,,,,14.0,23.0,10.0,79.0,19.0
2023-01-19,71.6,45.0,175.0,48.0,61.5,259.8,02:03:00.000000,00:19:00.000000,00:52:00.000000,10316,107.0,0.0,0.0,08:04:00.000000,01:23:00.000000,31.0,3686.0,2697.0,989.0,2434.0,2820.0,3,960.0,3.1,100.0,0.0,17.0,,,14.0,23.0,12.0,89.0,21.0
2023-01-18,65.6,40.0,171.0,45.0,60.7,258.6,01:18:00.000000,00:12:00.000000,00:33:00.000000,8182,83.0,0.0,0.0,09:25:00.000000,01:50:00.000000,22.0,3360.0,2691.0,669.0,1474.0,2820.0,2,660.0,2.6,100.0,0.0,10.0,,,15.0,24.0,10.0,91.0,5.0
2023-01-17,78.9,45.0,175.0,49.0,63.7,259.6,01:08:00.000000,00:10:00.000000,00:29:00.000000,12273,133.0,0.0,0.0,08:26:00.000000,01:47:00.000000,37.0,3970.0,2697.0,1273.0,3165.0,2820.0,3,453.0,1.4,100.0,0.0,7.0,,,14.0,21.0,10.0,58.0,5.0
2023-01-16,77.5,44.0,156.0,48.0,62.2,259.4,01:20:00.000000,00:26:00.000000,00:27:00.000000,10540,116.0,0.0,0.0,08:16:00.000000,02:04:00.000000,38.0,3841.0,2696.0,1145.0,2745.0,2593.0,2,611.0,0.0,100.0,0.0,11.0,,,14.0,22.0,12.0,84.0,6.0
2023-01-15,67.5,44.0,174.0,48.0,60.7,261.8,00:53:00.000000,00:11:00.000000,00:21:00.000000,6022,61.0,0.0,0.0,08:42:00.000000,01:23:00.000000,28.0,3203.0,2709.0,494.0,1230.0,2593.0,2,421.0,1.6,100.0,0.0,7.0,,,13.0,22.0,10.0,76.0,5.0
2023-01-14,73.0,51.0,116.0,53.0,70.8,259.9,00:02:00.000000,00:00:00.000000,00:01:00.000000,8036,80.0,0.0,0.0,06:57:00.000000,00:48:00.000000,36.0,3192.0,2698.0,494.0,2725.0,2593.0,,,,100.0,,,,,14.0,22.0,11.0,35.0,5.0
2023-01-13,79.7,46.0,173.0,49.0,64.1,261.0,00:58:00.000000,00:10:00.000000,00:24:00.000000,15275,163.0,0.0,0.0,07:23:00.000000,01:24:00.000000,34.0,4194.0,2704.0,1490.0,2725.0,2593.0,2,424.0,1.8,100.0,0.0,7.0,,,14.0,24.0,10.0,78.0,5.0
2023-01-12,71.6,44.0,175.0,46.0,59.6,261.2,01:23:00.000000,00:19:00.000000,00:32:00.000000,6122,60.0,0.0,0.0,07:19:00.000000,01:53:00.000000,32.0,3625.0,2705.0,920.0,2340.0,2593.0,3,699.0,1.0,100.0,0.0,12.0,,,13.0,23.0,10.0,93.0,10.0
2023-01-11,69.6,48.0,174.0,51.0,60.7,262.8,01:42:00.000000,00:14:00.000000,00:44:00.000000,7662,73.0,0.0,0.0,03:45:00.000000,01:24:00.000000,29.0,3685.0,2714.0,971.0,2574.0,2843.0,3,854.0,2.4,100.0,0.0,13.0,,,13.0,23.0,10.0,69.0,17.0
2023-01-10,72.9,45.0,167.0,48.0,65.1,262.6,00:41:00.000000,00:05:00.000000,00:18:00.000000,11179,108.0,0.0,0.0,08:24:00.000000,00:49:00.000000,31.0,3841.0,2713.0,1128.0,0.0,,2,305.0,1.4,100.0,0.0,4.0,,,15.0,25.0,8.0,81.0,14.0
2023-01-09,85.0,55.0,171.0,60.0,90.7,267.4,01:31:00.000000,00:13:00.000000,00:39:00.000000,12584,125.0,0.0,0.0,00:00:00.000000,00:00:00.000000,30.0,4028.0,2740.0,1288.0,,,6,769.0,2.1,100.0,0.0,11.0,,,13.0,18.0,11.0,50.0,16.0
